spread_favorite,over_under_line,weather_temperature,weather_humidity,total_points,team_home_encoded,team_away_encoded,team_favorite_id_encoded
-7.0,47.0,77.0,0.0,43,5,3,5
-3.5,51.0,72.0,0.0,45,8,28,29
-8.0,55.0,70.0,0.0,55,9,13,9
-3.0,44.5,82.0,0.0,23,12,31,12
-3.0,44.0,77.0,0.0,36,15,30,15
-3.5,46.5,89.0,0.0,53,19,21,21
-6.5,40.5,80.0,0.0,33,24,18,24
-10.0,51.5,80.0,0.0,51,25,14,25
-5.5,41.0,72.0,0.0,57,26,7,27
-3.0,43.0,72.0,0.0,40,17,20,17
-5.5,37.5,79.0,0.0,34,29,4,30
-3.0,47.0,72.0,0.0,35,0,16,0
-6.5,47.0,72.0,0.0,49,10,23,10
-2.5,44.5,80.0,0.0,32,2,26,2
-1.0,43.0,61.0,0.0,39,3,19,3
-1.0,43.5,68.0,0.0,31,4,10,4
-5.5,49.0,68.0,0.0,34,6,1,6
-4.5,49.5,62.0,0.0,50,7,22,22
-13.0,49.0,82.0,0.0,41,9,15,9
-7.0,46.5,63.0,0.0,55,11,24,11
-3.5,49.0,65.0,0.0,37,20,21,21
-1.0,41.5,71.0,0.0,39,23,0,23
-3.0,42.0,73.0,0.0,44,18,12,12
-4.5,45.0,85.0,0.0,51,16,27,28
-7.0,47.5,73.0,0.0,48,28,5,29
-4.0,37.5,78.0,0.0,36,29,17,30
-3.0,49.5,77.0,0.0,36,30,8,31
-5.0,43.0,67.0,0.0,51,31,14,32
-3.0,54.0,72.0,0.0,57,13,25,13
-6.5,47.0,72.0,0.0,70,1,29,1
-3.0,41.0,72.0,0.0,37,0,28,29
-2.5,45.5,72.0,0.0,32,3,16,3
-3.0,42.5,74.0,0.0,56,4,26,4
-6.5,44.5,79.0,0.0,40,6,30,6
-2.0,43.0,69.0,0.0,44,7,2,2
-1.5,52.0,72.0,0.0,26,10,11,10
-6.0,45.0,85.0,0.0,61,14,13,13
-6.0,42.5,84.0,0.0,49,19,15,19
-14.0,47.0,78.0,0.0,25,21,18,21
-10.0,49.5,72.0,0.0,29,22,20,22
-1.0,41.5,76.0,0.0,47,23,12,23
-4.0,50.0,76.0,0.0,71,25,31,25
-4.0,48.0,83.0,0.0,46,27,9,28
-1.5,45.0,72.0,0.0,65,17,8,8
-1.5,45.0,56.0,0.0,46,24,5,24
-3.0,44.5,63.0,0.0,59,31,23,32
-3.5,42.0,79.0,0.0,48,2,4,2
-2.0,51.0,78.0,0.0,55,5,11,11
-3.0,54.0,72.0,0.0,55,8,22,22
-3.0,44.0,86.0,0.0,40,12,3,12
-7.5,46.0,72.0,0.0,58,13,30,13
-5.5,47.5,80.0,0.0,69,20,1,1
-2.0,44.0,85.0,0.0,41,24,10,24
-4.0,41.0,68.0,0.0,52,18,19,19
-7.5,45.0,73.0,0.0,51,26,29,27
-13.0,44.5,72.0,0.0,47,16,14,16
-3.5,49.5,75.0,0.0,47,28,25,29
-3.0,45.5,72.0,0.0,55,15,21,21
-8.5,46.5,63.0,0.0,52,11,20,11
-1.5,47.0,63.0,0.0,55,4,5,4
-5.0,48.0,72.0,0.0,37,8,12,8
-8.0,47.5,72.0,0.0,61,9,0,9
-4.5,43.5,72.0,0.0,31,10,3,10
-2.5,49.5,72.0,0.0,33,13,2,13
-6.0,47.5,73.0,0.0,26,14,26,27
-2.5,46.5,35.0,0.0,60,21,6,6
-11.0,48.0,72.0,0.0,68,22,29,22
-4.0,50.5,61.0,0.0,50,23,1,23
-3.5,48.0,60.0,0.0,62,25,17,25
-7.0,44.5,83.0,0.0,31,16,24,16
-4.0,43.5,88.0,0.0,39,28,15,29
-1.0,44.0,71.0,0.0,57,30,7,7
-7.0,46.0,63.0,0.0,44,31,27,28
-2.5,46.0,77.0,0.0,61,12,13,13
-5.0,46.5,72.0,0.0,50,0,31,0
-3.5,56.0,72.0,0.0,40,1,5,1
-1.0,44.5,59.0,0.0,59,3,21,3
-7.0,44.0,62.0,0.0,74,6,4,6
-2.5,46.5,64.0,0.0,41,7,26,7
-1.5,47.0,88.0,0.0,51,19,11,11
-1.0,43.0,61.0,0.0,20,20,10,20
-10.0,47.5,64.0,0.0,48,24,9,9
-7.0,44.0,86.0,0.0,59,18,16,16
-1.0,51.0,57.0,0.0,27,25,23,25
-10.0,47.0,66.0,0.0,53,27,8,28
-3.5,44.5,87.0,0.0,65,29,2,2
-4.0,42.5,74.0,0.0,30,30,14,31
-3.5,44.5,72.0,0.0,48,17,28,29
-9.5,44.5,63.0,0.0,52,21,24,21
-7.0,50.0,57.0,0.0,36,2,1,2
-7.0,43.0,45.0,0.0,33,3,20,3
-3.0,48.0,55.0,0.0,41,5,19,5
-5.0,47.0,72.0,0.0,52,8,23,8
-7.0,48.5,63.0,0.0,59,9,28,9
-1.5,46.5,72.0,0.0,47,10,22,10
-6.5,49.5,53.0,0.0,55,11,4,11
-3.0,50.5,72.0,0.0,27,13,6,13
-4.0,45.0,74.0,0.0,30,14,7,7
-3.5,46.5,70.0,0.0,37,18,0,0
-3.0,46.0,71.0,0.0,43,16,15,16
-7.0,43.5,72.0,0.0,54,17,27,28
-6.0,46.5,57.0,0.0,36,31,30,32
-3.0,44.5,51.0,0.0,53,26,12,27
-9.0,51.0,61.0,0.0,56,9,16,9
-1.0,48.5,72.0,0.0,44,0,25,0
-3.5,45.5,58.0,0.0,43,1,10,10
-6.0,45.0,81.0,0.0,22,4,27,28
-2.5,44.5,67.0,0.0,51,6,2,2
-6.5,44.5,54.0,0.0,36,7,18,7
-7.0,42.0,81.0,0.0,40,14,19,19
-7.5,44.0,85.0,0.0,41,15,17,15
-6.0,52.0,57.0,0.0,74,21,5,21
-2.0,55.5,72.0,0.0,67,22,11,22
-3.0,40.5,61.0,0.0,66,24,3,24
-5.0,48.5,56.0,0.0,85,26,13,13
-1.0,43.0,78.0,0.0,32,29,20,30
-3.5,43.0,79.0,0.0,46,30,12,12
-9.5,49.0,72.0,0.0,37,8,31,8
-3.0,49.0,53.0,0.0,38,4,22,22
-10.0,43.5,46.0,0.0,56,6,14,6
-7.0,44.0,42.0,0.0,39,7,29,7
-1.5,45.0,64.0,0.0,45,8,0,8
-1.5,48.5,71.0,0.0,52,12,25,25
-9.5,41.5,64.0,0.0,34,15,24,15
-3.0,45.0,69.0,0.0,37,19,16,19
-1.0,44.0,54.0,0.0,55,20,31,32
-3.0,53.0,41.0,0.0,64,21,9,9
-2.5,48.0,37.0,0.0,66,26,2,27
-10.5,44.0,64.0,0.0,23,28,17,29
-13.5,44.0,56.0,0.0,54,27,18,28
-3.0,51.5,53.0,0.0,64,23,13,13
-6.5,46.0,43.0,0.0,27,6,7,6
-7.0,43.5,72.0,0.0,45,0,17,0
-10.5,44.0,57.0,0.0,28,2,30,2
-2.0,42.0,41.0,0.0,30,3,15,3
-3.0,43.0,72.0,0.0,36,10,19,10
-9.5,54.0,32.0,0.0,69,11,5,11
-7.5,45.0,50.0,0.0,48,14,8,8
-6.0,49.5,72.0,0.0,51,22,28,22
-4.5,47.0,57.0,0.0,33,24,26,27
-13.0,51.0,69.0,0.0,58,18,9,9
-9.0,45.0,56.0,0.0,55,27,23,28
-3.5,47.0,66.0,0.0,44,29,1,1
-7.0,48.5,49.0,0.0,66,25,4,25
-4.0,41.0,71.0,0.0,31,19,3,19
-1.0,41.5,72.0,0.0,20,0,10,10
-2.5,47.0,52.0,0.0,36,4,1,1
-2.5,46.5,32.0,0.0,34,5,20,5
-4.5,42.0,34.0,0.0,30,7,12,7
-4.5,55.5,27.0,0.0,73,11,25,11
-3.0,59.0,72.0,0.0,62,13,21,13
-1.0,43.5,21.0,0.0,44,15,27,28
-8.5,51.5,72.0,0.0,37,22,6,22
-4.0,45.0,43.0,0.0,26,23,28,29
-10.5,45.5,71.0,0.0,19,16,18,16
-8.0,50.0,72.0,0.0,29,17,9,9
-6.5,46.0,46.0,0.0,34,31,29,32
-7.0,46.0,25.0,0.0,51,30,26,27
-7.5,42.0,55.0,0.0,44,18,15,15
-3.0,48.5,72.0,0.0,50,1,7,1
-4.0,46.5,53.0,0.0,34,5,29,5
-6.5,47.5,36.0,0.0,75,9,19,9
-3.0,44.5,76.0,0.0,35,12,6,12
-13.0,49.5,72.0,0.0,26,13,14,13
-7.5,49.5,46.0,0.0,45,20,11,11
-7.5,47.5,61.0,0.0,43,21,10,21
-4.0,49.0,48.0,0.0,59,23,8,8
-11.0,49.0,53.0,0.0,67,25,30,25
-4.0,43.5,72.0,0.0,51,16,17,16
-9.0,44.0,63.0,0.0,30,28,31,29
-7.5,41.5,57.0,0.0,22,27,0,28
-2.5,42.5,72.0,0.0,41,3,24,3
-2.5,50.5,72.0,0.0,61,22,2,22
-3.0,57.0,57.0,0.0,43,8,25,8
-7.5,46.0,72.0,0.0,51,10,5,10
-1.0,40.5,58.0,0.0,22,28,27,29
-1.5,45.0,72.0,0.0,47,1,0,0
-6.5,46.0,58.0,0.0,67,2,16,2
-3.0,42.0,57.0,0.0,36,3,7,3
-3.0,58.0,23.0,0.0,47,11,21,11
-7.0,42.5,78.0,0.0,66,12,30,12
-7.5,49.0,72.0,0.0,76,13,31,13
-3.0,44.0,72.0,0.0,49,14,23,23
-1.0,49.5,25.0,0.0,45,15,9,15
-2.5,41.5,15.0,0.0,44,20,4,20
-3.5,54.5,61.0,0.0,67,26,22,27
-6.5,43.0,72.0,0.0,52,17,18,17
-6.0,43.5,76.0,0.0,27,29,6,6
-6.5,41.5,43.0,0.0,29,24,19,19
-3.5,50.0,34.0,0.0,69,5,8,8
-2.5,41.0,72.0,0.0,31,0,15,15
-3.0,47.5,42.0,0.0,63,6,26,6
-3.0,50.0,38.0,0.0,49,7,13,13
-9.0,47.0,55.0,0.0,41,9,3,9
-10.5,42.0,72.0,0.0,51,10,29,10
-6.5,42.0,58.0,0.0,40,14,12,12
-3.0,45.0,77.0,0.0,41,19,2,19
-4.5,40.0,34.0,0.0,54,20,24,20
-8.5,50.5,72.0,0.0,51,22,4,22
-8.0,40.5,61.0,0.0,37,18,28,29
-1.5,48.0,39.0,0.0,38,25,27,28
-4.0,54.0,64.0,0.0,37,16,21,21
-3.0,46.5,47.0,0.0,43,30,23,23
-2.5,44.5,46.0,0.0,24,31,17,17
-13.5,55.0,32.0,0.0,80,11,1,11
-6.0,40.5,72.0,0.0,18,17,0,17
-3.0,55.5,72.0,0.0,47,1,26,27
-14.0,44.5,49.0,0.0,32,2,14,2
-3.5,50.0,34.0,0.0,34,3,11,11
-3.5,41.5,58.0,0.0,36,4,29,4
-2.5,43.5,45.0,0.0,30,7,6,7
-8.0,42.0,72.0,0.0,30,10,20,10
-7.0,49.0,72.0,0.0,27,13,12,13
-11.0,41.5,60.0,0.0,44,15,18,15
-9.5,48.0,43.0,0.0,54,21,19,21
-7.0,46.5,43.0,0.0,37,23,31,23
-3.5,55.0,42.0,0.0,65,25,8,25
-4.0,49.5,62.0,0.0,32,16,9,9
-10.0,38.5,49.0,0.0,24,27,28,28
-3.5,41.5,49.0,0.0,27,30,24,24
-3.0,53.5,42.0,0.0,46,5,22,22
-4.0,39.0,54.0,0.0,34,14,30,14
-2.0,40.5,58.0,0.0,73,28,16,29
-7.0,51.0,35.0,0.0,51,31,25,25
-9.5,36.5,72.0,0.0,41,0,27,28
-6.0,40.0,50.0,0.0,30,4,7,4
-10.0,44.5,36.0,0.0,34,5,10,10
-3.5,53.5,51.0,0.0,49,8,13,8
-6.0,41.5,58.0,0.0,38,12,2,2
-4.5,42.5,78.0,0.0,72,19,20,19
-6.0,56.0,72.0,0.0,44,22,1,22
-10.0,47.0,35.0,0.0,33,24,21,21
-7.0,41.5,62.0,0.0,50,18,3,3
-2.5,49.5,34.0,0.0,32,26,15,27
-7.0,43.5,72.0,0.0,64,17,23,17
-11.5,49.0,76.0,0.0,23,29,11,11
-3.5,47.5,46.0,0.0,65,6,9,9
-2.5,48.0,72.0,0.0,37,1,4,1
-14.0,40.0,56.0,0.0,30,2,7,2
-16.5,48.5,33.0,0.0,61,9,18,9
-9.0,47.0,25.0,0.0,50,11,10,11
-8.5,38.5,43.0,0.0,40,12,14,12
-3.0,42.0,37.0,0.0,26,15,16,15
-7.0,41.0,80.0,0.0,61,19,24,19
-7.0,47.5,22.0,0.0,22,20,5,20
-4.5,43.5,49.0,0.0,26,21,3,21
-1.0,52.0,51.0,0.0,60,23,25,25
-3.0,48.5,35.0,0.0,44,26,6,27
-6.0,37.5,56.0,0.0,37,28,0,29
-11.0,41.5,43.0,0.0,26,27,17,28
-6.0,46.5,77.0,0.0,43,29,22,22
-7.5,46.5,41.0,0.0,37,30,13,13
-6.0,47.5,57.0,0.0,61,31,8,8
-7.0,51.0,64.0,0.0,49,21,26,21
-2.5,48.5,72.0,0.0,50,0,22,0
-1.0,44.5,53.0,0.0,41,3,13,13
-6.5,48.5,68.0,0.0,54,5,11,11
-7.0,52.5,72.0,0.0,53,8,23,8
-4.5,46.5,86.0,0.0,32,9,2,9
-1.0,40.5,83.0,0.0,47,12,15,15
-3.0,41.0,81.0,0.0,29,14,4,4
-3.5,38.5,76.0,0.0,41,24,7,24
-3.0,43.0,75.0,0.0,46,18,6,18
-3.5,45.5,82.0,0.0,61,16,10,16
-3.5,41.0,72.0,0.0,65,17,27,28
-3.0,40.5,81.0,0.0,56,29,30,30
-4.0,45.5,71.0,0.0,27,31,19,19
-3.0,56.0,72.0,0.0,50,1,25,25
-2.5,42.5,64.0,0.0,23,28,20,20
-3.0,42.0,80.0,0.0,55,15,9,15
-1.0,44.5,62.0,0.0,72,3,21,3
-3.0,41.0,88.0,0.0,41,4,12,4
-2.0,46.0,69.0,0.0,71,5,0,0
-3.5,48.0,73.0,0.0,43,6,16,6
-1.0,41.0,66.0,0.0,42,7,30,31
-3.0,49.5,54.0,0.0,44,11,27,11
-6.0,42.0,83.0,0.0,43,14,19,19
-2.5,44.0,70.0,0.0,42,20,10,20
-9.0,47.0,72.0,0.0,45,22,29,22
-2.0,50.0,77.0,0.0,44,23,1,23
-6.0,42.0,89.0,0.0,70,18,2,2
-6.5,54.0,74.0,0.0,30,25,8,25
-6.0,46.0,69.0,0.0,61,26,28,27
-3.0,41.0,75.0,0.0,34,31,17,17
-6.0,46.0,72.0,0.0,27,13,24,13
-3.0,45.0,66.0,0.0,53,23,31,23
-7.0,45.0,72.0,0.0,54,0,28,0
-1.5,45.5,73.0,0.0,52,2,6,2
-9.5,43.0,67.0,0.0,49,4,22,4
-3.5,44.0,75.0,0.0,47,7,18,7
0.0,43.5,72.0,0.0,67,8,1,26
-3.0,45.0,72.0,0.0,36,10,9,9
-6.0,41.0,75.0,0.0,28,12,29,12
-1.0,43.5,80.0,0.0,55,19,3,19
-2.0,45.5,80.0,0.0,45,20,16,20
-14.0,49.0,70.0,0.0,68,21,14,21
-3.0,47.0,70.0,0.0,41,24,25,24
-16.5,43.5,62.0,0.0,26,27,5,28
-1.0,48.5,72.0,0.0,18,17,26,17
-3.5,46.5,77.0,0.0,68,30,13,13
-5.5,47.5,62.0,0.0,66,11,15,11
-3.0,44.0,54.0,0.0,43,26,2,2
-7.0,43.5,72.0,0.0,46,0,17,0
-4.5,47.5,72.0,0.0,69,1,12,1
-6.0,46.5,60.0,0.0,34,3,23,3
-3.0,44.5,56.0,0.0,42,5,18,18
-3.5,45.0,73.0,0.0,57,6,15,6
-7.0,43.5,60.0,0.0,43,9,20,9
-4.0,43.5,72.0,0.0,29,13,14,13
-2.5,42.5,62.0,0.0,41,19,24,24
-3.0,48.5,72.0,0.0,46,22,8,22
-5.0,44.5,68.0,0.0,57,16,7,16
-7.5,48.0,76.0,0.0,20,28,11,11
-3.0,40.5,75.0,0.0,60,29,4,4
-3.0,45.5,59.0,0.0,43,31,25,25
-10.0,43.0,61.0,0.0,23,27,10,28
-5.0,41.0,76.0,0.0,47,12,13,12
-7.0,48.5,72.0,0.0,44,1,31,1
-6.5,43.0,68.0,0.0,63,2,7,2
-3.0,44.5,72.0,0.0,51,6,27,6
-8.5,50.5,72.0,0.0,36,8,21,21
-4.5,46.0,72.0,0.0,59,10,0,0
-9.0,46.0,73.0,0.0,34,11,17,11
-9.5,44.5,80.0,0.0,35,15,5,15
-7.5,44.0,57.0,0.0,57,23,28,23
-5.5,45.0,76.0,0.0,26,18,9,9
-6.5,49.5,67.0,0.0,56,25,22,25
-1.0,41.5,83.0,0.0,69,29,14,30
-1.0,43.0,72.0,0.0,27,30,3,3
-4.0,45.5,76.0,0.0,44,16,26,16
-3.0,52.5,72.0,0.0,52,22,1,1
-3.0,42.0,37.0,0.0,55,3,6,6
-3.5,42.0,46.0,0.0,49,7,9,9
-3.5,45.5,72.0,0.0,71,10,5,10
-10.5,50.5,49.0,0.0,47,11,16,11
-9.0,54.0,72.0,0.0,61,13,21,21
-3.0,43.0,70.0,0.0,51,14,12,14
-3.5,43.0,62.0,0.0,26,20,15,20
-7.5,40.0,48.0,0.0,54,24,31,24
-5.5,45.0,42.0,0.0,38,26,0,0
-2.5,43.5,68.0,0.0,45,28,2,2
-7.0,41.0,59.0,0.0,50,27,4,28
-2.5,43.5,60.0,0.0,48,30,19,31
-3.5,50.5,44.0,0.0,34,25,23,25
-6.5,42.0,66.0,0.0,23,28,27,28
-2.5,46.0,64.0,0.0,43,4,25,4
-1.0,45.0,72.0,0.0,47,10,20,10
-5.0,53.0,72.0,0.0,48,13,22,13
-3.5,41.5,51.0,0.0,65,14,3,3
-3.5,41.5,64.0,0.0,36,15,26,15
-4.5,45.5,82.0,0.0,70,19,12,19
-7.0,47.5,58.0,0.0,53,21,24,21
-3.0,44.5,59.0,0.0,47,23,8,23
-3.5,48.5,77.0,0.0,66,16,18,16
-6.0,44.0,72.0,0.0,30,17,7,17
-6.0,45.5,61.0,0.0,17,30,1,1
-3.0,41.5,70.0,0.0,61,31,29,32
-10.0,49.5,72.0,0.0,44,0,2,0
-8.0,51.5,53.0,0.0,43,21,19,21
-8.0,47.5,72.0,0.0,43,1,29,1
-4.5,50.5,65.0,0.0,55,2,16,2
-1.5,44.0,61.0,0.0,43,5,20,20
-7.0,46.0,63.0,0.0,54,7,0,0
-5.0,41.5,63.0,0.0,25,8,27,28
-2.5,45.5,52.0,0.0,39,9,11,11
-3.5,43.0,68.0,0.0,26,12,30,12
-3.0,45.0,57.0,0.0,55,15,10,10
-3.0,52.0,72.0,0.0,101,22,23,22
-3.0,44.0,68.0,0.0,54,18,24,24
0.0,49.5,63.0,0.0,26,26,6,26
-8.0,41.0,72.0,0.0,33,17,28,17
-5.5,45.5,62.0,0.0,55,4,13,4
-13.0,46.0,65.0,0.0,41,6,7,6
-4.0,44.0,47.0,0.0,50,3,19,3
-2.5,46.0,53.0,0.0,66,4,11,11
-3.0,44.0,53.0,0.0,60,8,25,25
-3.5,45.5,72.0,0.0,51,13,9,9
-1.0,40.0,57.0,0.0,39,20,17,20
-13.5,51.5,54.0,0.0,37,21,31,21
-6.5,50.0,72.0,0.0,62,22,30,22
-8.0,42.5,57.0,0.0,51,24,14,24
-6.0,48.0,51.0,0.0,73,26,18,27
-8.5,43.5,58.0,0.0,33,28,1,1
-2.0,49.0,77.0,0.0,50,29,23,23
-3.5,49.5,61.0,0.0,41,16,5,16
-2.5,42.0,56.0,0.0,39,24,3,24
-5.0,47.0,63.0,0.0,42,2,14,2
-3.5,42.0,59.0,0.0,42,9,15,9
-10.5,50.0,57.0,0.0,34,11,10,11
-7.0,52.5,54.0,0.0,53,23,21,21
-3.0,44.0,57.0,0.0,44,18,20,18
-6.0,49.5,59.0,0.0,39,25,19,25
-7.0,43.0,60.0,0.0,39,26,7,27
-3.0,43.5,42.0,0.0,71,27,0,28
-7.0,42.5,72.0,0.0,50,17,5,17
-1.0,43.5,77.0,0.0,16,29,8,8
-3.5,43.0,60.0,0.0,37,30,4,4
-1.0,52.0,62.0,0.0,61,31,22,22
-10.0,46.5,49.0,0.0,16,6,12,6
-3.0,41.5,71.0,0.0,32,14,30,14
-4.0,48.0,72.0,0.0,65,0,6,0
-3.5,47.5,72.0,0.0,45,1,13,1
-3.0,41.5,47.0,0.0,29,2,17,2
-7.0,44.5,52.0,0.0,60,4,31,4
-2.0,41.5,29.0,0.0,32,5,9,9
-1.5,50.0,72.0,0.0,31,10,18,18
-4.0,40.0,52.0,0.0,41,12,24,24
-2.0,45.0,75.0,0.0,38,19,8,8
0.0,45.0,32.0,0.0,43,20,11,26
-6.5,45.5,48.0,0.0,62,25,29,25
-3.0,45.5,78.0,0.0,36,16,15,15
-14.0,40.0,48.0,0.0,42,27,28,28
-7.0,47.5,28.0,0.0,33,21,3,21
-1.0,44.5,68.0,0.0,47,8,4,4
-3.0,47.0,72.0,0.0,59,10,25,10
-8.0,45.0,35.0,0.0,30,11,5,11
-2.0,45.0,72.0,0.0,30,1,20,1
-9.5,42.0,45.0,0.0,38,6,17,6
-2.5,43.0,21.0,0.0,54,9,21,21
-3.5,51.0,55.0,0.0,30,12,22,12
-3.0,46.5,72.0,0.0,37,13,29,13
-5.0,47.0,75.0,0.0,56,14,16,14
-4.5,41.0,34.0,0.0,52,15,3,15
-4.5,43.5,48.0,0.0,58,24,19,24
-8.5,45.0,57.0,0.0,32,28,0,0
-3.0,46.5,37.0,0.0,69,27,26,28
-1.0,45.0,57.0,0.0,45,30,18,18
-1.5,48.0,46.0,0.0,34,31,23,23
-6.0,41.0,42.0,0.0,60,7,2,7
-2.5,46.5,72.0,0.0,50,10,11,11
-3.0,42.0,49.0,0.0,51,3,12,3
-6.5,43.0,46.0,0.0,46,5,28,5
-7.5,44.0,46.0,0.0,40,7,6,6
-3.5,43.0,78.0,0.0,28,19,2,19
-2.5,43.0,36.0,0.0,45,20,27,28
-9.5,49.0,44.0,0.0,63,21,25,21
-6.0,50.5,72.0,0.0,79,22,4,4
-2.5,46.0,52.0,0.0,43,23,24,24
-3.0,45.5,60.0,0.0,54,18,15,15
-9.5,50.5,35.0,0.0,55,26,13,27
-6.0,45.0,71.0,0.0,20,16,9,9
-3.5,43.0,72.0,0.0,30,17,0,0
0.0,46.5,78.0,0.0,42,29,1,26
-3.0,43.5,56.0,0.0,81,30,14,31
-2.0,43.5,44.0,0.0,35,31,8,32
-10.0,46.5,72.0,0.0,43,0,20,0
-10.5,42.0,66.0,0.0,41,2,27,28
-8.5,45.5,70.0,0.0,38,4,1,4
-4.0,43.5,58.0,0.0,45,5,31,5
-1.0,48.5,65.0,0.0,53,6,26,6
-2.5,43.0,62.0,0.0,34,7,28,7
-6.0,43.0,39.0,0.0,27,9,18,9
-6.5,42.5,52.0,0.0,35,11,8,11
-5.0,46.5,52.0,0.0,33,12,21,21
-1.0,46.0,77.0,0.0,67,14,13,14
-12.0,41.5,60.0,0.0,13,15,16,15
-8.0,43.0,65.0,0.0,38,24,30,24
-1.0,48.5,69.0,0.0,43,25,3,25
-3.0,41.5,72.0,0.0,35,17,10,10
-6.0,51.5,80.0,0.0,41,29,22,30
-2.0,48.0,75.0,0.0,55,19,23,23
-1.0,41.0,72.0,0.0,54,17,29,17
-3.5,41.0,50.0,0.0,35,8,24,24
-6.5,41.0,43.0,0.0,48,2,15,15
-2.0,41.5,72.0,0.0,26,13,12,13
-2.0,48.0,68.0,0.0,40,14,1,14
-4.0,44.0,36.0,0.0,55,20,5,20
-14.5,48.0,39.0,0.0,49,21,30,21
-5.0,46.5,41.0,0.0,73,23,4,4
-4.0,47.0,51.0,0.0,50,18,11,11
-4.0,51.5,34.0,0.0,57,25,0,0
-7.5,45.5,36.0,0.0,61,26,9,27
-1.0,47.0,60.0,0.0,44,16,19,16
-6.5,41.0,52.0,0.0,38,28,6,6
-14.5,45.5,44.0,0.0,43,27,7,28
-2.0,46.0,45.0,0.0,60,31,3,3
-2.5,52.0,72.0,0.0,62,22,10,22
-4.0,45.5,46.0,0.0,43,18,16,18
-3.5,48.5,50.0,0.0,62,25,31,25
-6.0,50.5,72.0,0.0,46,0,11,0
-7.0,46.0,72.0,0.0,33,1,4,4
-11.5,47.5,63.0,0.0,37,2,26,27
-6.5,42.0,37.0,0.0,22,3,8,3
-9.0,42.5,72.0,0.0,49,10,28,10
-11.5,42.5,34.0,0.0,30,15,7,15
-2.5,44.0,81.0,0.0,30,19,13,19
-7.0,44.5,12.0,0.0,66,20,23,20
-2.5,53.5,72.0,0.0,65,22,14,22
-2.5,45.5,56.0,0.0,46,24,21,21
-11.0,42.0,37.0,0.0,40,27,17,28
-3.0,44.0,83.0,0.0,47,29,5,30
-3.5,39.0,72.0,0.0,40,30,12,12
-4.0,39.0,16.0,0.0,37,9,6,9
-6.0,47.0,72.0,0.0,42,0,27,0
-6.0,53.5,72.0,0.0,37,1,22,1
-3.0,41.0,30.0,0.0,39,3,24,24
-10.0,45.0,48.0,0.0,48,4,29,4
-2.5,45.0,30.0,0.0,44,5,10,10
-9.5,41.0,33.0,0.0,40,6,2,6
-13.0,47.0,34.0,0.0,40,7,26,27
-3.0,41.0,54.0,0.0,57,8,31,8
-10.0,42.0,44.0,0.0,47,9,16,9
-3.0,44.0,23.0,0.0,33,11,20,11
-6.0,45.0,56.0,0.0,36,12,14,12
-4.0,39.0,72.0,0.0,54,13,30,13
-6.5,43.5,32.0,0.0,40,15,18,15
-10.0,46.5,78.0,0.0,30,19,21,21
-3.5,51.0,44.0,0.0,65,23,25,23
-3.0,38.5,57.0,0.0,35,28,17,17
-3.0,40.5,82.0,0.0,41,9,4,4
-8.5,44.0,72.0,0.0,44,0,21,0
-2.5,47.0,72.0,0.0,55,1,29,1
-3.0,44.5,82.0,0.0,20,2,3,2
-1.0,47.5,72.0,0.0,39,8,23,23
-5.5,42.5,87.0,0.0,37,12,5,12
-2.5,51.5,72.0,0.0,74,13,10,13
-3.5,47.5,91.0,0.0,50,14,11,11
-6.5,46.0,73.0,0.0,60,15,16,15
-3.0,50.5,72.0,0.0,69,22,18,22
-1.0,42.0,80.0,0.0,45,24,6,6
-3.5,41.0,83.0,0.0,39,25,7,25
-10.5,44.0,64.0,0.0,22,27,19,28
-2.5,40.0,77.0,0.0,41,30,20,20
-2.5,43.5,66.0,0.0,28,28,17,17
-2.5,49.0,76.0,0.0,54,31,26,27
0.0,40.5,54.0,0.0,68,3,24,26
-7.0,49.5,72.0,0.0,47,0,29,0
-12.5,44.0,85.0,0.0,73,4,28,4
-4.5,42.0,75.0,0.0,45,7,2,2
-6.0,47.0,86.0,0.0,54,9,13,9
-6.0,48.0,72.0,0.0,31,10,30,10
-1.0,42.0,89.0,0.0,31,12,15,12
-5.5,38.0,85.0,0.0,12,17,27,28
-2.0,43.0,72.0,0.0,31,20,11,11
-5.5,42.0,78.0,0.0,55,21,19,21
-4.0,54.5,79.0,0.0,29,23,22,23
-4.0,48.0,83.0,0.0,63,18,1,18
-3.0,48.0,71.0,0.0,40,26,6,27
-3.0,47.5,78.0,0.0,52,16,14,16
-3.0,47.0,84.0,0.0,50,31,8,32
-3.0,43.0,80.0,0.0,43,5,25,5
-1.0,38.5,68.0,0.0,27,21,12,21
-5.0,48.0,62.0,0.0,51,3,0,0
-6.5,42.5,84.0,0.0,32,4,20,4
-3.5,41.5,82.0,0.0,46,6,9,6
-6.5,45.0,72.0,0.0,48,8,5,8
-6.5,47.5,72.0,0.0,61,11,10,11
-1.5,51.5,72.0,0.0,48,13,16,13
-2.0,45.0,87.0,0.0,36,14,2,2
-3.0,44.5,65.0,0.0,27,15,24,15
-10.0,42.5,85.0,0.0,54,19,7,19
-3.5,47.0,67.0,0.0,56,23,31,23
-4.0,46.5,71.0,0.0,37,25,26,27
-10.5,41.5,69.0,0.0,55,27,28,28
-3.5,40.5,89.0,0.0,69,29,17,30
-1.5,47.0,89.0,0.0,27,30,18,18
-3.0,54.5,72.0,0.0,77,22,1,22
